Lekkoatletyczne ME: Złoty medal Polek w sztafecie 4x400 m,__label__1,,,
Złoty Adam Kszczot! Polak mistrzem Europy w biegu na 800 m,__label__1,,,
Justyna Święty-Ersetic mistrzynią Europy w biegu na 400 metrów!,__label__1,,,
Długo wyczekiwany powrót: Rafał Sonik na starcie Atacama Rally,__label__1,,,
Griazin zmierza po zwycięstwo w Rajdzie Rzeszowskim. Pech Kasperczyka,__label__1,,,
Upadek gwiazdy. Zwycięzca Tour de France Jan Ullrich w szpitalu psychiatrycznym,__label__1,,,
ME: Hiszpański triumf w chodzie sportowym. Ulatniający się gaz opóźnił rozpoczęcie konkursu,__label__1,,,
"Rajd Rzeszowski. ""Wszystko może się przewrócić do góry nogami""",__label__1,,,
Dobra wiadomość dla Cristiano Ronaldo. Fiskus zwróci mu spore pieniądze,__label__1,,,
ME w Berlinie. Polscy sportowcy mają szanse na kolejne medale!,__label__1,,,
ME w Berlinie: Dobre starty Polaków w finałach. Do kolejnych medali zabrakło niewiele,__label__1,,,
Świetny bieg Marcina Lewandowskiego! Polak zdobywa srebrny medal!,__label__1,,,
Kwiatkowski: Dziękuję kibicom za wspaniałe wsparcie które odczuwałem od startu do mety,__label__1,,,
Wspaniałe półfinały Kszczota Rozmysa i Borkowskiego! Wszyscy pobiegną w finale,__label__1,,,
Michał Kwiatkowski zwycięzcą Tour de Pologne!,__label__1,,,
Lionel Messi będzie pełnić nową rolę w FC Barcelonie,__label__1,,,
"Zobacz na żywo jeden z ostatnich meczów siatkarzy przed MŚ. Na drodze Polaków „Nieposkromione Lwy""",__label__1,,,
Lekkoatletyczne ME: Kontuzja Karola Hoffmanna. Polak opuścił stadion na wózku,__label__1,,,
Magiczna prezentacja. Villarreal wyczarował nowego zawodnika,__label__1,,,
ME: Trzy Polki w finale konkursu rzutu młotem!,__label__1,,,
Znany sportowiec zaatakował prostytutkę. Wcześniej groził sąsiadowi,__label__1,,,
Rajd Rzeszowski: Nikołaj Griazin liderem po dwóch odcinkach specjalnych!,__label__1,,,
?ME: Cichocka i Ennaoui awansowały do finału biegu na 1500 metrów!,__label__1,,,
Trener piłkarzy Legii Warszawa zabrał głos po kompromitacji w meczu z Dudelange,__label__1,,,
Rusza Rajd Rzeszowski! Kierowcy gotowi na emocje,__label__1,,,
"Kolejna kompromitacja Legii Warszawa. Kibice krzyczeli: ""Zejdźcie z boiska""",__label__1,,,
Piłkarska LE: Lech Poznań przegrał z belgijskim KRC Genk 0:2,__label__1,,,
Tour de Pologne: Kwiatkowski powiększył przewagę,__label__1,,,
Najlepsze drużyny świata i wiele atrakcji. Memoriał Wagnera coraz bliżej,__label__1,,,
Thibaut Courtois piłkarzem Realu Madryt,__label__1,,,
Paulina Guba mistrzynią Europy w pchnięciu kulą!,__label__1,,,
Mistrzostwa Europy w pływaniu: Radosław Kawęcki zdobył srebro!,__label__1,,,
Tour de Pologne: Michał Kwiatkowski znów bezkonkurencyjny!,__label__1,,,
Filip Nivette: Rajd Rzeszowski to mój ulubiony rajd asfaltowy. Żałuję że zabraknie mnie na starcie,__label__1,,,
Najstarszy zawodnik w historii mundialu kończy karierę. „Jestem dumny”,__label__1,,,
5 zapętlonych oesów w 27. Rajdzie Rzeszowskim,__label__1,,,
Nie żyje płotkarski mistrz świata. Miał zaledwie 26 lat,__label__1,,,
Trener Bayernu: Robert Lewandowski dostał zakaz transferu do innego klubu,__label__1,,,
"Haratyk i Bukowiecki nie dali szans rywalom na ME! ""Dwa najcenniejsze medale jadą do Polski""",__label__1,,,
Polscy młociarze ze złotem i srebrem ME! Nowicki o Fajdku: Nigdy nie powiem że jestem lepszy,__label__1,,,
Memoriał Wagnera coraz bliżej. Organizatorzy odkrywają pierwsze tajemnice,__label__1,,,
Michał Haratyk ze złotem mistrzostw Europy w pchnięciu kulą! Konrad Bukowiecki ma srebro!,__label__1,,,
Lekkoatletyczne ME: Dobek w finale 400 m przez płotki! Swoboda i Kopeć odpadli w półfinałach 100 m,__label__1,,,
Wojciech Nowicki ze złotem srebrny Paweł Fajdek! Nasi młociarze zdominowali rywalizację na ME!,__label__1,,,
Andriej Gusow: Hokejowa Liga Mistrzów to dla nas okazja by pokazać się w Europie,__label__1,,,
Tour de Pologne: Triumf Michała Kwiatkowskiego w Szczyrku,__label__1,,,
Arnold Schwarzenegger i bicie rekordu Guinnessa w siłowaniu na rękę: Katowice zapraszają!,__label__1,,,
ME: Trwa dobra passa polskich kolarzy. Zdobyliśmy trzeci medal!,__label__1,,,
ME: Dwie polskie lekkoatletki awansowały do finału pchnięcia kulą!,__label__1,,,
ME: Piotr Małachowski nie wystąpi w finałowym konkursie rzutu dyskiem,__label__1,,,
"To początek czegoś nowego"". Były mistrz świata zmienia dyscyplinę sportową,__label__1
Tour de Pologne: Alvaro Hodeg nowym liderem,__label__1
Rafał Kurzawa znalazł nowy klub. Zagra we Francji,__label__1
Piłkarska Liga Europejska. Polskie drużyny poznały rywali w czwartej rundzie,__label__1
11 odcinków specjalnych i 177 kilometrów zaciętej walki. W czwartek startuje 27. Rajd Rzeszowski!,__label__1
Nowa zaskakująca maskota West Bromwich Albion. Drużynę będzie wspierał... bojler,__label__1
Polacy liczą na osiem medali. W Berlinie startują mistrzostwa Europy w lekkiej atletyce,__label__1
Wojciech Pszczolarski mistrzem Europy w kolarstwie torowym!,__label__1
Ekstraklasa: Pewne zwycięstwa Jagiellonii i Górnika,__label__1
TdP: Pascal Ackermann po raz drugi wygrywa sprinterski finisz,__label__1
Manchester City po dwóch bramkach Aguero zgarnia Tarczę Wspólnoty,__label__1
Ekstraklasa: Lech po chimerycznej grze wygrywa ze Śląskiem Wrocław,__label__1
Media piszą o najbogatszym lecie w chorwackim futbolu! Jest 80 mln euro może być dużo więcej…,__label__1
Polki ze srebrnym medalem wioślarskich mistrzostw Europy!,__label__1
Irańska federacja piłkarska nie może wypłacić pensji selekcjonerowi. Przez sankcje USA,__label__1
?Małachowski: Na mistrzostwach wszystko może się wydarzyć. Podchodzę do tego z optymizmem,__label__1
?Ekstraklasa: Bezbramkowy remis Legii z Lechią Gdańsk w 3. kolejce,__label__1
Justyna Kaczkowska brązową medalistką ME w kolarstwie torowym,__label__1
Letnie GP w skokach: Stoch i Żyła wygrali ex aequo w Einsiedeln,__label__1
Cristiano Ronaldo ambasadorem centrum krwiodawstwa w... Białymstoku,__label__1
?Ekstraklasa: Piast znowu zwycięża! Gliwiczanie pokonali Zagłębie Lubin,__label__1
Niemiec Pascal Ackermann wygrał w Krakowie pierwszy etap Tour de Pologne,__label__1
ME w wioślarstwie: Worek z medalami się otworzył trzy krążki dla biało-czerwonych!,__label__1
Łukasz Piszczek żegna się z reprezentacją! Pisze o ""ciężkiej ale racjonalnej"" decyzji,__label__1
Michał Haratyk przed ME w lekkiej atletyce: Wiem co mam robić kiedy wchodzę do koła,__label__1
?Przygoński: Cel to zwycięstwo w Pucharze Świata,__label__1
Tour de Pologne. Kolarze startują z Krakowa,__label__1
?Ekstraklasa piłkarska: Zagłębie Sosnowiec triumfuje w meczu z Pogonią Szczecin,__label__1
Andrzej Bargiel po historycznym zjeździe z K2: Początkowo wszystko szło topornie,__label__1
Hit transferowy w Formule 1! Daniel Ricciardo przechodzi do zespołu Renault,__label__1
ME w wioślarstwie. Kolejne dwie polskie osady w finałach A w Szkocji,__label__1
Trener Zagłębia Sosnowiec: Potrzeba nam czasu,__label__1
Hokeiści po nieudanych strzałach robili striptiz. „Żeńska część publiczności była w amoku”,__label__1
Ogromny pech selekcjonera. Zrezygnował z pracy zanim zdążył poprowadzić reprezentację,__label__1
Rekordowe upały wpłynęły na plan igrzysk olimpijskich w 2020 roku,__label__1
Wygrana Lecha po dogrywce i awans do kolejnej rundy eliminacji LE,__label__1
Remis 4:4 i awans Jagiellonii do 3. rundy eliminacji Ligi Europejskiej,__label__1
Niki Lauda zlekceważył grypę. Przeszedł przeszczep płuc,__label__1
Piłkarska LE: AS Trencin – Górnik 4:1. Zabrzanie wyeliminowani,__label__1
Wielkie wyróżnienie dla Polaka! Szymon Marciniak sędzią meczu o Superpuchar Europy,__label__1
Czy to przyszłość w transmisjach z meczów? Komentatorzy rozmawiają w trakcie gry z bramkarzem,__label__1
Polskie drużyny w walce o Ligę Europy.  Górnik w najtrudniejszej sytuacji,__label__1
Juventus zmierzył się z zespołem gwiazd MLS. Polski akcent w czasie meczu,__label__1
Formuła 1: Kubica z szóstym czasem środowych testów na torze Hungaroring,__label__1
Zawodniczki piłkarskiego GKS-u Katowice: Nie jesteśmy już amatorkami z grania można wyżyć,__label__1
Formuła 1: Kubica z drugim czasem porannej sesji testów na torze Hungaroring,__label__1
Dean Klafurić nie jest już trenerem Legii Warszawa!,__label__1
Klafurić zostaje. Mioduski mówi o stabilizacji,__label__1
Dean Klafurić po odpadnięciu Legii z walki o LM: Jestem dumny z zawodników. Walczyli do końca,__label__1
Dotkliwa porażka Sereny Williams. Pojedynek nie trwał nawet godziny...,__label__1
?Tour de Pologne. Wyścig bez ostatniego polskiego zwycięzcy Rafała Majki,__label__1
Legia Warszawa odpadła w 2. rundzie kwalifikacji Ligi Mistrzów,__label__1
Siatkarze szykują się do MŚ. ""Niektórzy pytając o Wilfredo chyba sugerują że czegoś nam brakuje",__label__1,,,
Jacek Cyzio: Legia nie gra na swoim normalnym poziomie ale może awansować,__label__1,,,
90 lat temu Polska zdobyła pierwsze olimpijskie złoto!,__label__1,,,
Były trener Legii poprowadzi reprezentację Kuwejtu,__label__1,,,
"Gwiazdor NBA w nowej roli. ""Ogłaszamy to z przyjemnością""",__label__1,,,
Robert Kubica ocenił swoje szanse na powrót do wyścigów w F1,__label__1,,,
Eliminacje LM. Legia przed trudnym zadaniem: Musi odrobić dwubramkową stratę,__label__1,,,
Partnerka tragicznie zmarłej Vibeke Skofterud we wzruszającym poście: Miałyśmy się razem zestarzeć,__label__1,,,
"To będzie wspaniały okres"". Michał Kwiatkowski wystąpi w Tour de Pologne,__label__1
Neymar tłumaczy się z wyolbrzymionych reakcji na faule,__label__1
Duże osłabienie polskiej kadry przed mistrzostwami Europy. Mistrz świata nie wystąpi,__label__1
Trener Bayernu Monachium: Robert Lewandowski chciałby odejść ale nas nie opuści,__label__1
?Oto zwycięzcy 10. Wyścigu Górskiego Limanowa - Przełęcz pod Ostrą,__label__1
Trudne zadanie przed Buffonem. ""Nikt nigdy nie mówił że będę numerem jeden",__label__1,,,
Niedziela w Ekstraklasie: Lech i Jagiellonia z wygranymi. Górnik remisuje z Wisłą,__label__1,,,
To już oficjalnie: Geraint Thomas wygrywa Tour de France!,__label__1,,,
Formuła 1: Lewis Hamilton wygrywa na Węgrzech,__label__1,,,
Płowdiw szczęśliwe dla polskich kajakarzy. Wracają z czterema medalami,__label__1,,,
Nie żyje Vibeke Skofterud była rywalka Justyny Kowalczyk,__label__1,,,
Cardiff zmieni herb na cześć zwycięzcy Tour de France,__label__1,,,
Tanak bezkonkurencyjny w Finlandii. Ogier umocnił się na fotelu lidera,__label__1,,,
"Lewandowski oszalał na punkcie Realu"". Polak nadal w centrum transferowych spekulacji,__label__1
Szczęsny nie chce wracać do mundialu. Opowiada za to o synu Liamie,__label__1
Wygranej potrzebowała jak tlenu. Arcyważne zwycięstwo Joanny Jędrzejczyk!,__label__1
?Rusza zgrupowanie siatkarskiej kadry. ""Rywalizacja powoduje nerwowość wśród zawodników",__label__1,,,
Ekstraklasa: Zagłębie Lubin lepsze od swojego imiennika z Sosnowca,__label__1,,,
Szymon Łukaszczyk liderem po pierwszym dniu 10. Wyścigu Górskiego Limanowa!,__label__1,,,
Kamil Stoch wygrał konkurs Letniej Grand Prix! Inny Polacy też w czołówce,__label__1,,,
Tour de France: Brytyjczyk o krok od wygrania wyścigu. Dobry wynik Kwiatkowskiego,__label__1,,,
Wielki sukces Polaka! Został rekordzistą świata w morderczym wyścigu,__label__1,,,
Pech Łukasza Pieniążka. Dachowanie wykluczyło go z rajdu,__label__1,,,
Ryk silników i zapach benzyny. Startuje 10. Wyścig Górski Limanowa!,__label__1,,,
Wojewoda wielkopolski ograniczył karę dla Lecha Poznań,__label__1,,,
Wioślarski mistrz świata wykluczony ze startu przez... gotujące się parówki,__label__1,,,
Rajdowe MŚ: Tanak liderem po piątkowych zmaganiach w Finlandii Pieniążek na 18. pozycji,__label__1,,,
Tour de France: Etap dla Słoweńca waleczny Rafał Majka na mecie był piąty!,__label__1,,,
Wielki gest Jakuba Błaszczykowskiego wobec Wisły Kraków,__label__1,,,
Górnik Zabrze uległ słowackiemu AS Trencin w 2. rundzie eliminacji Ligi Europy,__label__1,,,
2. runda eliminacji Ligi Europy: Lech remisuje z Szachtiorem po golu debiutanta w 89. minucie,__label__1,,,
Liga Europejska: Skromne zwycięstwo Jagiellonii nad portugalskim Rio Ave w 2. rundzie kwalifikacji,__label__1,,,
"Bez tych osób nie siedziałbym tu dziś"". Alex Ferguson dziękuje za wyrazy wsparcia,__label__1
Okno transferowe wciąż otwarte. Najciekawsze dotychczas transfery z udziałem Polaków,__label__1
Tour de France: Pies pogryzł mistrz świata. ""Dostał furii gdy zacząłem mówić po francusku",__label__1,,,
Szef Niemieckiej Federacji Piłkarskiej przeprosił że nie bronił należycie Oezila,__label__1,,,
Trener polskich siatkarek: Ta reprezentacja nie jest gotowa,__label__1,,,
Dyrektor sportowy Borussii Dortmund: Dałbym za Lewandowskiego 100 mln euro,__label__1,,,
Mieliśmy niespodzianki dla fanów wyścigów górskich,__label__1,,,
Sprawa pożyczek dla Ruchu Chorzów: Są zarzuty m.in. dla byłych członków zarządu Węglokoksu,__label__1,,,
Są filmy z historycznego zjazdu Andrzeja Bargiela z K2! To trzeba zobaczyć!,__label__1,,,
Sławomir Peszko zdyskwalifikowany na 3 miesiące! To kara za brutalny faul na Novikovasie,__label__1,,,
Wyścig Górski Limanowa. Te drogi będą zamknięte,__label__1,,,
Eliminacje LM: Kompromitacja Legii Warszawa na własnym stadionie,__label__1,,,
Zła wiadomość dla Lewandowskiego. Polaka zabrakło wśród najlepszych według FIFA,__label__1,,,
Wyścig Górski Limanowa. Sprawdź jakie atrakcje czekają na kibiców,__label__1,,,
Oficjalnie: Grzegorz Krychowiak w nowym klubie,__label__1,,,
Tomasz Majewski: Na Memoriale Kamili panuje od lat świetna rodzinna atmosfera,__label__1,,,
Supergwiazdy sprintu skoków i rzutów 22 sierpnia na Stadionie Śląskim,__label__1,,,
LM: Legia walczy o elitę. Na jej drodze Spartak Trnawa,__label__1,,,
15 odcinków specjalnych 75. Rajdu Polski,__label__1,,,
Multimedalista olimpijski zdyskwalifikowany. Zdradziło go zdjęcie,__label__1,,,
Wojna domowa w Cracovii. Lider odejdzie?,__label__1,,,
"Burza po oświadczeniu Oezila. ""On przez lata grał fatalnie""",__label__1,,,
Bargiel o zjeździe z K2: Musiałem zrzucać lawinę żeby przejechać niektóre odcinki,__label__1,,,
Nowy selekcjoner Jerzy Brzęczek: Lewandowski nadal kapitanem polskich piłkarzy,__label__1,,,
"Mesut Oezil zrezygnował z gry w reprezentacji Niemiec. ""Rasizm i brak szacunku""",__label__1,,,
Rajdowe ME: Grzyb trzeci zwycięstwo Łukjaniuka w Rzymie,__label__1,,,
Letnia GP w skokach: Kamil Stoch wygrał konkurs w Wiśle,__label__1,,,
Anita Włodarczyk z najlepszym tegorocznym wynikiem na świecie,__label__1,,,
Rajdowe Samochodowe Mistrzostwa Polski: Podwójne punkty w Rzeszowie,__label__1,,,
Żużlowa GP: Zmarzlik najlepszy w Cardiff Janowski trzeci,__label__1,,,
Letnia GP w skokach: Polska wygrała drużynowy konkurs w Wiśle,__label__1,,,
Już wkrótce 10. Wyścig Górski Limanowa - Przełęcz pod Ostrą!,__label__1,,,
Diamentowa Liga: Ósme miejsce Lewandowskiego w Monako,__label__1,,,
Tour de France: Sagan wygrał sprint w Valence. Majka na 20. lokacie w klasyfikacji generalnej,__label__1,,,
Letnia GP w skokach: Stoch wygrał kwalifikacje komplet Polaków w konkursie,__label__1,,,
Mundial 2018: Wyrzucony z chorwackiej kadry Kalinic nie chce medalu,__label__1,,,
Kandydaci do mistrzostwa i kluby z problemami. Rusza piłkarska Ekstraklasa!,__label__1,,,
Piłkarska LE: Słowacki AS Trencin kolejnym rywalem Górnika Zabrze,__label__1,,,
Tour de France. Rafał Majka: Chcę być gotowy na Pireneje,__label__1,,,
Piłkarska LE: Górnik Zabrze w drugiej rundzie eliminacji,__label__1,,,
Tour de France: Lider Geraint Thomas wygrał w Alpe d'Huez,__label__1,,,
Piłkarska LE: Lech przegrał w Armenii ale awansował do 2. rundy,__label__1,,,
Adam Małysz przed turniejem w Wiśle: Wszystko idzie zgodnie z planem,__label__1,,,
Liga Mistrzów: Legia poznała rywala w II rundzie eliminacji. To Spartak Trnawa,__label__1,,,
Wypadek Roberta Miśkowiaka w szwedzkiej lidze żużlowej,__label__1,,,
Tour de France: Thomas wygrał 11. etap i został liderem. Duże straty Majki,__label__1,,,
Iga Świątek: Potrzebowałam czasu by przyzwyczaić się do zwycięstwa w Wimbledonie,__label__1,,,
"Sport Bild"": Lewandowski ma pretensje do szefów Bayernu że nie bronili go przed atakami mediów,__label__1
Deszcz utrudnia przygotowania do letniego Grand Prix w skokach w Wiśle,__label__1
Wisła Kraków trzy najbliższe mecze rozegra przy Reymonta,__label__1
Piłkarska LM: Legia Warszawa wygrała z irlandzkim Cork City,__label__1
Andrzej Bargiel dla RMF FM z bazy pod K2: Jesteśmy gotowi do ataku szczytowego,__label__1
?US Open: Pula nagród wzrośnie do 53 milionów dolarów,__label__1
Były sprinter Bolt nie porzuca marzeń o piłkarskiej karierze,__label__1
Tour de France: Alaphilippe wygrał 10. etap. Majka stracił miejsce w czołowej dziesiątce,__label__1
Kolejne starcie Legii w walce o Ligę Mistrzów,__label__1
""Gazeta Wyborcza"": ""Orliki"" w ruinie,__label__1
Piłkarze Francji otrzymają ordery Legii Honorowej,__label__1
Peleton Tour de France wjeżdża w Alpy. Kolarski bidon może być Twój!,__label__1
Ronaldo o przejściu do Juventusu: Przemyślana decyzja. Wciąż jestem bardzo młody i lubię wyzwania,__label__1
?Tłumy kibiców przywitały chorwackich piłkarzy niczym mistrzów,__label__1
Mundial 2018: Francuscy mistrzowie wrócili do Paryża!,__label__1
?Zygmunt Hanusik o Tour de France: Teraz zacznie się prawdziwe ściganie,__label__1
Hiszpańskie i portugalskie media po mundialu: Polska przykrą niespodzianką,__label__1
Mundial 2018. Pele o osiągnięciach Mbappe: Będę musiał odkurzyć buty,__label__1
?Adam Bielecki zameldował się na szczycie Gaszerbruma II! To jego piąty ośmiotysięcznik,__label__1
Michał Listkiewicz: Wielkimi zwycięzcami mundialu są Chorwaci. Pokazali że niemożliwe jest możliwe,__label__1
Cristiano Ronaldo już w Turynie. Dziś oficjalna prezentacja,__label__1
Francuskie media zachwycone 19-letnim Mbappe. ""Dokona wielkich rzeczy",__label__1,,,
Macron do piłkarzy: Musicie świecić przykładem. Oni odpowiadają: Wszystko zniszczymy,__label__1,,,
Finał mundialu przerwany przez Pussy Riot. Kobiety wbiegły na boisko,__label__1,,,
Francuskie media: Nadszedł dzień chwały,__label__1,,,
Chorwackie media: Kibicował nam cały świat,__label__1,,,
Tour de France: Degenkolb wygrał w Roubaix. Majka 6. w klasyfikacji generalnej,__label__1,,,
Prezydent Francji: Jestem szczęśliwy i dumny,__label__1,,,
Najlepszym piłkarzem mundialu został wybrany Chorwat,__label__1,,,
Didier Deschamps z historycznym osiągnięciem. Wygrał mundial jako zawodnik i trener,__label__1,,,
Nie ma dziewiątego mistrza świata. Francja drugi raz z tytułem,__label__1,,,
Novak Djokovic po raz czwarty w karierze wygrał wielkoszlemowy Wimbledon,__label__1,,,
Nie żyje Roman Korynt były piłkarz reprezentacji Polski i Lechii Gdańsk,__label__1,,,
Wspaniały finał w Moskwie! Francja mistrzem świata w piłce nożnej!,__label__1,,,
Walka o wielkie pieniądze w Moskwie. Ile zarobi piłkarski mistrz świata?,__label__1,,,
Engel: W finale Francja znów zagra defensywie bo to filozofia Deschampsa,__label__1,,,
Kolejny bokserski pas dla Manny'ego Pacquiao,__label__1,,,
"Mundial 2018. Putin złożył obietnicę ""kibicom którzy pokochali Rosję""",__label__1,,,
Lekkoatletyczny Puchar Świata. Polacy zajmują trzecie miejsce na półmetku,__label__1,,,
Wielkie piłkarskie święto. Dziś finał mundialu w Rosji! Kto wygra? [SONDA],__label__1,,,
Wimbledon. Mike Bryan i Jack Sock najlepsi w deblu,__label__1,,,
Porażka Legii na własnym stadionie! Arka z Superpucharem Polski,__label__1,,,
Kto wygra finał mundialu? [SONDA],__label__1,,,
Wimbledon: Triumf Krejcikovej i Siniakovej w deblu,__label__1,,,
"Chorwacja wierzy w wygraną. ""Nasi chłopcy muszą zostawić serce na murawie""",__label__1,,,
MŚ 2018: Belgia jak Polska w 1974 roku - sześć zwycięstw i bez trofeum,__label__1,,,
Niemiecka tenisistka polskiego pochodzenia Angelique Kerber wygrała Wimbledon,__label__1,,,
"Chorwacki marsz na Łużniki"". Bilety na finał na czarnym rynku szybko drożeją,__label__1
Tour de France: Groenewegen wygrał w Amiens,__label__1
Bez niespodzianki: Zarząd PZPN zatwierdził wybór Brzęczka na selekcjonera,__label__1
Iga Świątek wygrywa juniorski Wimbledon!,__label__1
Belgia zajmuje trzecie miejsce na mundialu! To ich największy sukces w historii,__label__1
Kto wygra mecz o 3. miejsce? [ZAGŁOSUJ!],__label__1
Jutro finał mundialu. Moskal: Na kogo stawiam? Chyba jednak na Francję,__label__1
Luka Modric: Nasz trener objął prowadzenie zespołu w trudnym momencie,__label__1
Liga angielska. Chelsea Londyn ma nowego trenera,__label__1
Ostre słowa legendy Formuły 1. ""Ten zespół jest martwy",__label__1,,,
Mundial 2018: Dyrektor sportowy PZPN typuje faworyta finału,__label__1,,,
Shaqiri piłkarzem Liverpoolu. Media podały koszt transferu,__label__1,,,
Juventus Turyn już zarabia na Ronaldo hitem lody CR7,__label__1,,,
Wimbledon. Półfinał Nadala z Djokovicem został przerwany,__label__1,,,
"Dziś ""finał pocieszenia"". ""Czerwone Diabły"" mają szansę na historyczny sukces",__label__1,,,
Will Smith żartuje z Neymara,__label__1,,,
Wimbledon: Alicja Rosolska odpadła w półfinale debla,__label__1,,,
Wimbledon: Iga Świątek w finale turnieju juniorek!,__label__1,,,
Trener Francji ma szansę na historyczne osiągnięcie. Wystarczy wygrać finał,__label__1,,,
Sport koncerty i „Wind of Change”. Tam odbędzie się finał mundialu,__label__1,,,
Kradzież i kontener na śmieci. Niezwykła historia pucharu świata,__label__1,,,
Mundial 2018: Wiemy kto będzie sędziował finałowy mecz Francji z Chorwacją!,__label__1,,,
FIFA: Wszystkie testy antydopingowe dały wynik negatywny,__label__1,,,
Udany start Górnika w europejskich pucharach!,__label__1,,,
Andrzej Bargiel coraz bliżej historycznego wyczynu. Założył już obóz trzeci,__label__1,,,
Iga Świątek w półfinale juniorskiego Wimbledonu,__label__1,,,
Dan Martin wygrał 6 etap wyścigu kolarskiego Tour de France. Rafał Majka był piąty,__label__1,,,
Wimbledon: Serena Williams będzie finałową rywalką Angelique Kerber,__label__1,,,
Magistrat znalazł rozwiązanie problemu Wisły Kraków. Jest porozumienie z Ekstraklasą,__label__1,,,
Wielki powrót Górnika Zabrze do europejskich pucharów,__label__1,,,
Lato: Wybór Brzęczka to słuszna decyzja. Odnosił sukcesy i to solidne,__label__1,,,
Jerzy Brzęczek nowym selekcjonerem piłkarskiej reprezentacji Polski,__label__1,,,
"Mundial 2018: Chorwackie media po półfinale. ""Arogancja zemściła się na Anglikach""",__label__1,,,
Mundial 2018: Tajne zarobki selekcjonera Szwecji ujawnione przez fiskusa,__label__1,,,
Jestem rozczarowany. Planuję przerwę ale powrócę tutaj za rok,__label__1,,,
Walka o Ligę Mistrzów. Hat-trick Świerczoka w ciągu 8 minut!,__label__1,,,
Mundial 2018: FIFA nałożyła kary na reprezentacje Anglii i Urugwaju,__label__1,,,
Anglia na kolanach Chorwacja w finale mundialu!,__label__1,,,
"To my tobie płacimy"". Emocje wokół transferu Ronaldo,__label__1
Podczas meczów ruch w Anglii na drogach spada o jedną trzecią,__label__1
?Roger Federer odpadł w ćwierćfinale Wimbledonu,__label__1
Tour de France: Peter Sagan wygrał piąty etap,__label__1
Ciąg dalszy problemów Wisły Kraków. ""Władze klubu szukają nowego rozwiązania",__label__1,,,
Emmanuel Macron obejrzy finał mundialu na Łużnikach,__label__1,,,
"Żyrkow zakończył karierę w reprezentacji Rosji. ""Nie ma czasu na rodzinę dzieci""",__label__1,,,
Mundial 2018: Dziś drugi półfinał! Anglia kontra Chorwacja,__label__1,,,
Francuskie media: Ciężko wywalczony awans,__label__1,,,
Uderzenie „z byka” i tajemnicza choroba. Jak Francja grała w finałach?,__label__1,,,
Pierwsza runda kwalifikacji Ligi Mistrzów. Legia Warszawa wygrała z Cork City,__label__1,,,
?Były piłkarz reprezentacji Polski podpisał kontrakt z angielskim klubem,__label__1,,,
Francja pierwszym finalistą mundialu! Belgia zagra o trzecie miejsce,__label__1,,,
Polski sędzia może wziąć udział w finale mundialu,__label__1,,,
"Słynny tenisista nazwany ""idiotą"" przez polityka za kibicowanie Chorwacji",__label__1,,,
Cristiano Ronaldo podpisał kontrakt z Juventusem Turyn,__label__1,,,
Kolejny kontrowersyjny film z pijanym piłkarzem. Czy zabraknie go w półfinale mundialu?,__label__1,,,
"To szaleństwo. Tworzymy historię"". Angielscy kibice ""szturmują"" Moskwę,__label__1
Kajetan Kajetanowicz wystartuje w rajdzie Niemiec,__label__1
Stadion Kriestowskij: Kiedyś miejsce wstydu dziś obiekt z przyszłością,__label__1
Problemy Davida Beckhama. Jego inwestycja budzi kontrowersje,__label__1
Dziś pierwszy półfinał mundialu! Komu kibicujesz? [Sonda],__label__1
?Włodzimierz Lubański: Trenerzy przygotują taktykę. Pytanie o jej realizację na boisku,__label__1
Festiwal Rzutów im. Skolimowskiej: Włodarczyk nie wystartowała przez… zdjęcie,__label__1
Wimbledon: Matkowski wyeliminowany w drugiej rundzie miksta,__label__1
FIFA nałożyła 15 tysięcy franków kary na członka sztabu szkoleniowego Chorwacji,__label__1
Wimbledon: Historyczny pogrom czołowych singlistek,__label__1
""Mecz Francja - Belgia to przedwczesny finał. Obie drużyny solidnie się prezentują",__label__1,,,
Wimbledon: 16. londyński ćwierćfinał Rogera Federera,__label__1,,,
Luis Enrique nowym trenerem piłkarskiej reprezentacji Hiszpanii,__label__1,,,
Mundial 2018. Belgijska para królewska wybiera się na półfinał,__label__1,,,
Dariusz Dudek: W ekstraklasie na pewno nie będziemy chłopcami do bicia,__label__1,,,
Piłkarska LM: W cieniu mundialu Legia rozpoczyna kwalifikacje,__label__1,,,
LN siatkarzy: Trzecie miejsce dla Amerykanów,__label__1,,,
Tour de France: Sagan wygrał etap i został liderem,__label__1,,,
Mundial 2018: Dyskretny powrót Brazylijczyków do kraju,__label__1,,,
Formuła 1: 51. zwycięstwo Vettela,__label__1,,,
Chorwacki piłkarz odpowie za polityczny okrzyk po wygranym meczu?,__label__1,,,
Mario Mandzukic kupił piwo dla kibiców ze swojego rodzinnego miasta,__label__1,,,
?Hiszpanie znowu bez selekcjonera. Po miesiącu zrezygnował Fernando Hierro,__label__1,,,
Severin Freund wraca do skoków narciarskich po długiej przerwie,__label__1,,,
Luka Modric: To dla nas jeden z najważniejszych meczów w życiu,__label__1,,,
?Serena Williams przegapiła pierwsze kroki córki bo... trenowała,__label__1,,,
Żużlowa GP: Triumf Janowskiego w Szwecji Zmarzlik trzeci,__label__1,,,
Wimbledon: Awans Djokovica do 1/8 finału odpadł A. Zverev,__label__1,,,
Wimbledon: Matkowski awansował do 2. rundy miksta kosztem Rosolskiej,__label__1,,,
