text,labelWojciechowski zrobił złe wrażenie i zapewne czeka go powtórne przesłuchanie w europarlamencie,__label__1
Małgorzata Kożuchowska promuje nowy serial. Zawsze błyszczała tym razem niekoniecznie. Oversize'ową marynarką zasłoniła piękną sukienkę,__label__2
Olga Tokarczuk spotkała się z królem Szwecji. Miała na sobie suknię Ossolińskiego. Zobaczcie zdjęcia z przymiarek. Projektant nie miał łatwego zadania,__label__2
David Hasselhoff sprzedaje swoje gadające auto z serialu "Nieustraszony". Cena na aukcji WOŚP już robi wrażenie,__label__2
Kuba Wojewódzki chwali się nowym autem. W komentarzach burza. Dziennikarz wyśmiał jednak wszystkie uwagi,__label__2
Nie żyje Ryszard Szadaj. Aktor występował w "M jak Miłość" "Klanie" i "Na Wspólnej",__label__2
Anna Mucha pokazała odważne zdjęcie. Stylizacja z folii odsłania naprawdę dużo. Reakcja fanów? "Nawet w tym Pani świetnie wygląda",__label__2
Harry Styles został spytany o związek z Kendall Jenner. Wolał zjeść rybią spermę zamiast szczerze odpowiedzieć,__label__2
Brad Pitt w szczerym wywiadzie dla "New York Times". Aktor przyznał się do palenia trawki. Opowiedział również o rzekomych romansach,__label__2
Dominika Gwit na premierze spektaklu pojawiła się w czerwonej kreacji. Zachwyceni fani komentują: kobieco i seksownie,__label__2
Jessica Biel czuła się upokorzona i zmusiła Justina Timberlake'a do publicznych przeprosin. "Chciała aby wziął na siebie odpowiedzialność",__label__2
Charlize Theron w odważnej i seksownej kreacji. W takim wydaniu już dawno jej nie widzieliśmy,__label__2
Krzysztof Bosak z Konfederacji żeni się z prawniczką. Końcówka roku będzie dla niego bardzo gorąca,__label__2
Marcela Leszczak zaszalała u fryzjera. Postawiła na modne cięcie. To zdecydowanie udana metamorfoza,__label__2
Patrycja Sołtysik opowiedziała o zagrożonej ciąży. Dowiedziała się o niej tuż przed świętami. "Lekarze nie dawali większych czas",__label__2
Katarzyna Skrzynecka zaliczyła kilka wpadek modowych. Tym razem jednak wyglądała świetnie. Co za figura!,__label__2
Tomasz Lis trafił do szpitala. Wiemy w jakim stanie jest dziennikarz,__label__2
Anja Rubik pokazała ślubne zdjęcie swoich rodziców. "37 lat razem". Modelka jest bardzo podobna do mamy,__label__2
Agnieszka Woźniak-Starak ma ochroniarza. Pracował on dla zmarłego Piotra Woźniaka-Staraka. Nie odstępuje jej na krok,__label__2
Książę William i księżna Kate stali się obiektem żartów na uroczystej imprezie. Siedzieli na widowni. Ich reakcje zarejestrowała kamera,__label__2
Anna Powierza kusi paparazzi dekoltem na ściance. W tak odważnej stylizacji jeszcze jej nie widzieliśmy. Dobry wybór?,__label__2
Nie żyje tancerz baletu Jack Burns. 14-latek był nazywany "następnym Billym Elliotem". Okoliczności śmierci są zagadkowe,__label__2
Oldze Tokarczuk podczas wręczenia nagrody Nobla towarzyszyli najbliżsi. Wiemy już jak wygląda jej mąż i syn. Zbigniew zabrał ze sobą narzeczoną,__label__2
Julia Wieniawa zagra w filmie Blanki Lipińskiej? "Chyba coś z tego będzie". Ich wspólne zdjęcie mówi wiele,__label__2
Tomasz Sekielski bardzo schudł. Nie przypomina już siebie. Fani w szoku: Ależ z Pana ciacho!,__label__2
Ksiądz Tymoteusz Szydło zrywa z kapłaństwem. Wydał oświadczenie. "Moja reputacja jako księdza jest zdruzgotana",__label__2
Adam Słodowy nie żyje. Twórca kultowego "Zrób to sam" zmarł w wieku 96 lat,__label__2
Ewa Farna pokazała synka. W galowej sukni wyglądała pięknie. Fani nie mogli wyjść z podziwu: Macierzyństwo Pani służy,__label__2
Małgorzata Rozenek przystroiła dom na święta. Jest na bogato i z przepychem. Fani zachwyceni: Jak zwykle pięknie,__label__2
Królowa Elżbieta II napisała odręczną notatkę dla młodego księcia Williama. Podpisała się w wyjątkowy sposób,__label__2
Brat Anny Lewandowskiej wygadał się na jakie studia chciała pójść trenerka. Jej życie wyglądałoby teraz zupełnie inaczej,__label__2
Olga Tokarczuk na dredach miała wyjątkowe ozdoby. Efekt? Znakomity!,__label__2
Ciężarna Jenna Dewan na zakupach. Uwagę skupia nie tylko brzuch aktorki ale również jej córka. Co za podobieństwo do taty!,__label__2
Henry Cavill powitany okrzykami przez rozentuzjazmowanych fanów. Jest jednak haczyk. "Pożyczył" ich od Shawna Mednesa,__label__2
Viki Gabor na konferencji Sylwestra Marzeń z Dwójką zadała szyku. Ten strój idealnie odzwierciedla jej unikatowy styl,__label__2
Ewa Chodakowska podarowała tacie wyjątkowy prezent: "Mieć" ma tylko sens kiedy potrafisz się tym dzielić z innymi,__label__2
TVP ujawniło kto wystąpi podczas Sylwestra Marzeń z Dwójką. Możemy spodziewać się klasyki i sporej dawki disco polo,__label__2
Pola Pospieszalska jest w ciąży. Rodzina Jana Pospieszalskiego się powiększy,__label__2
Krzysztof Ibisz świętuje Mikołajki z byłą żoną i synem. "Osobno a jednak razem",__label__2
Justyna Żyła zdradziła fanom jak się relaksuje. Zrobiła to w dość dziwny sposób i opublikowała nagie zdjęcie,__label__2
Katy Perry i Orlando Bloom ponownie zmieniają datę ślubu. Czyżby przygotowania do ceremonii ich przerosły? "Zadecydowali że to najlepsza opcja",__label__2
Joanna Krupa szczerze o karmieniu piersią. "Nie będę mówić że mi tryska wszędzie",__label__2
Ulubiona projektantka biżuterii Meghan Markle na celowniku Pałacu. Wykorzystała wizerunek księżnej i miała spore problemy,__label__2
Gosia Baczyńska pokazała zdjęcia z przymiarek z Olgą Tokarczuk. "Pierwsza i od razu sukces". Widać że świetnie się razem bawiły,__label__2
Kariera Natalki z "M jak miłość" nabiera tempa. Marcjanna Lelek zagrała w rozbieranej scenie,__label__2
Emma Watson prawie dwa lata nie pozowała na czerwonym dywanie ale ten powrót nas rozczarował. Kto jej doradził tą okropną suknię?,__label__2
Małgorzata Godlewska znowu "śpiewa". Zmasakrowała dwie tradycyjne kolędy. Uwaga uszy więdną,__label__2
Piotr Adamczyk i Karolina Szymczak świętują trzecią rocznicę związku. "Przytuli powie dobre słowo ale też wkurza i prowokuje",__label__2
Olga Tokarczuk odebrała literackiego Nobla w przepięknej kreacji Gosi Baczyńskiej. Klasa!,__label__2
Modelka zmarła kilka godzin po operacji plastycznej. To nie pierwsza śmierć po wizycie w meksykańskiej klinice,__label__2
Zaczepek Maffashion o były związek ciąg dalszy. "Wolałem Czarka". Odpowiedziała zabawnie i w punkt,__label__2
93-letnia królowa Elżbieta II udała się na przejażdżkę konną. Brytyjska prasa zachwycona: "Jej loki były perfekcyjnie ułożone",__label__2
Kasia Tusk zaapelowała o wsparcie dla Olgi Tokarczuk. Wiemy jaki był tego efekt,__label__2
Marcelina Zawadzka robi prawo jazdy na ciężarówkę. Teorię już zdała a na praktykę zostało jej niewiele czasu. Po co to wszystko? Jej plany was zaskoczą,__label__2
Meghan Markle ma praktyczne podejście do świątecznych prezentów. Już wiadomo co może podarować Harry'emu. Jeden pomysł jest przezabawny,__label__2
Marie Fredriksson nie żyje. Gehenna wokalistki Roxette trwała od kilkunastu lat,__label__2
"Rolnik szuka żony". Uczucie Anny i Kuby kwitnie. Rolnik podarował swojej wybrance wyjątkowy prezent bez okazji. "To miłość",__label__2
Dziewczyna Keanu Reevesa nie ulega presji i nie farbuje swoich siwych włosów. Alexandra Grant ma ważny powód,__label__2
Sylwia z "Love Island" komentuje udział w "Tańcu z gwiazdami". "To moje największe marzenie" [TYLKO U NAS],__label__2
Marie Fredriksson z zespołu Roxette nie żyje. Gwiazda zmarła na raka mózgu,__label__2
Lenka Klimentova pokazała swój cellulit: "Nie będę się go wstydzić chociaż nie ukrywam że mnie też denerwuje". Przy okazji zwróciła się do kobiet,__label__2
Jeszcze nie widzieliśmy Pauliny Krupińskiej w tak odważnej wersji. Odsłoniła dużo ciała. Fani: Pięknie wyglądasz w tej stylizacji,__label__2
Anne Hathaway urodziła! Dostrzeżono ją z nosidełkiem dla dziecka,__label__2
Kukulska pochwaliła się zdjęciami zza kulis koncertu. Towarzyszyły jej Socha i córka prezydenta. "Doborowe towarzystwo",__label__2
Joanna Kulig powróciła na polskie salony. Pojawiła się na świątecznym toaście "Vogue Polska",__label__2
Małgorzata Rozenek podjęła ostateczną decyzję odnośnie trzeciej ciąży i wyznaczyła termin. Wtedy przestanie się starać o dziecko,__label__2
Agnieszka Kaczorowska pokazała mamę na Instagramie. "To najlepsza instytucja na świecie!",__label__2
Klaudia El Dursi już dostała pierwszą pracę i to w stacji TVN? Gwiazda z "Top Model" ma poprowadzić nowy program,__label__2
Olga Tokarczuk odbierze Nobla w kreacji Gosi Baczyńskiej. Wiemy kto zaprojektował drugą suknię,__label__2
Pamiętacie plotki o kryzysie w związku Dody i jej męża? Teraz wszystko jest już jasne. Pojawili się razem na premierze dokumentu "Artyści przeciw nienawiści",__label__2
Związek Anny Muchy i Marcela Sory to przeszłość? Mamy jego zdjęcia z tajemniczą kobietą. Spojrzenia tej dwójki mówią wiele,__label__2
Patrycja Sołtysik pokazała pokój syna. "Ale u Was przyjemnie". Zdradziła też czym Stanisław bawi się najchętniej,__label__2
Kirk Douglas skończył 103 lata! Życzenia teściowi złożyła Catherine Zeta-Jones,__label__2
Marcin Gortat i Edyta Górniak bawią się razem w Los Angeles. Koszykarz pochwalił się fotką z diwą. Rozmawiali o wspólnym projekcie,__label__2
Alicja Bachleda-Curuś rozpoczęła przygotowania do świąt. Gwiazda już lepi pierogi. Jest ich cała masa!,__label__2
Magda Gessler złapała Waldemara za krocze podczas tańca. Jego reakcja błyskawiczna. Chyba zabolało,__label__2
Kasia Tusk o Instagramie Olgi Tokarczuk. "Co jest kurczę?". Nie rozumie dlaczego noblistka ma tak mało obserwatorów,__label__2
To nie Henry Cavill miałbyć głównym bohaterem "Wiedźmina". Kim jest Freya Allan?,__label__2
Bilguun Ariunbaatar wychodzi na prostą? Pomogła mu "była" partnerka. Dali sobie drugą szansę,__label__2
Gessler i Wojewódzki zakładają wspólny kanał na YouTube! "Zaczynamy od kulinarnego odliczania do Wigilii". Zwiastun jest wymowny,__label__2
Kolejne "royal baby" w drodze. Księżna Stefania spodziewa się pierwszego dziecka,__label__2
Apoloniusz Tajner dwa miesiące temu został ojcem. Jego żona na gali odsłoniła śmiało brzuch. Odebrało nam mowę,__label__2
Klaudia Halejcio w blond włosach. Fani są zachwyceni. "Trochę jak Kim Kardashian ale w pozytywnym znaczeniu". My mamy wątpliwości,__label__2
Cindy Crawford niechętnie toleruje związek Kai Gerber i Pete'a Davidsona. Uważa że jej córka jest za młoda na relację ze znanym playboyem,__label__2
Julia Wieniawa wystąpi w "Tańcu z Gwiazdami"? Mamy komentarz jej menadżerki,__label__2
Córka Olafa Lubaszenki była gościem w "DD TVN". "Znani rodzice to błogosławieństwo i przekleństwo". Poszła w ślady ojca,__label__2
Księżna Kate ma na głowie prawie 8-centymetrową bliznę. Wiadomo co się stało,__label__2
"DD TVN" reaguje na "atak paniki" Chajzera? W programie ponownie poruszono temat depresji. "Nie jestem ekspertem",__label__2
Grzegorz Krychowiak wyśmiany przez internautów za "stylówkę". "Nawet bym w tym nie wyszedł kur zamknąć". Bierzemy go w obronę,__label__2
Siwiec i Szroeder zagrały w filmie! Obie wcieliły się w dziewczyny gangsterów. Mamy mocne zdjęcia z planu [TYLKO U NAS],__label__2
Anna Mucha rozstała się z mężem? U boku Marcela Sory pojawiła się tajemnicza kobieta. "Tuli się do niego i wdycha jego zapach",__label__2
Poznaliśmy zwycięzcę "MasterChefa 2019"! To brat Rafała Zawieruchy. Aktor opublikował specjalny post na Instagramie,__label__2
Ewa Chodakowska skrytykowana za prężenie pośladków. "Ile można to du*sko oglądać?". Trenerka odpowiedziała z dystansem,__label__2
Dominika Gwit pokazała się w świątecznej wersji. Fani zachwyceni. "Cudne buciki",__label__2
Finał Miss Universe nie obył się bez wpadki. Tę samą pomyłkę prowadzący zaliczył też cztery lata temu,__label__2
Karolina Ferenstein-Kraśko zorganizowała Magiczną Gwiazdkę. Dla paparazzi pozowała z synem. Aleksander podobny jest do taty,__label__2
Michał Gała z "Top Model" po programie poszedł w zupełnie inną stronę. Zastąpił Marcina Dubiela i ma szansę na ogromną karierę,__label__2
Oliwia Bieniuk w nowej sesji zdjęciowej. Córka Przybylskiej staje się coraz bardziej kobieca. Największe wrażenie robią czarno-białe zdjęcia,__label__2
Nie żyje Irena Laskowska. Grała w "Krzyżakach" "Och Karol" "O7 zgłoś się",__label__2
Córka zaskoczyła Cezarego Pazurę trudnym pytaniem o zmarszczki. Aktor wybrnął po mistrzowsku. Uratowało go poczucie humoru,__label__2
Miss Polski 2019 wybrana! Koronę i tytuł najpiękniejszej Polki otrzymała Magdalena Kasiborska,__label__2
Ania Lewandowska na gali Bayernu w krótkiej i dopasowanej sukience. Fani: Wreszcie widać brzuch,__label__2
Rowland Gould popełnił samobójstwo. Był gitarzystą w zespole Level 42. "Ukrywał przed rodziną prawdę",__label__2
Martyna Wojciechowska pokazała zdjęcie z dzieciństwa. Internauci: Pani się wcale nie zmieniła,__label__2
Juice WRLD nie żyje. Raper właśnie skończył 21 lat. "Wszczęto śledztwo w sprawie śmierci",__label__2
Jessica Mercedes na imprezie u Wieniawy. Pokazała nieznane zakątki jej mieszkania. Uwagę zwraca kuchnia a w niej seksowny portret aktorki,__label__2
Sylwia Bomba świętuje pierwsze urodziny córki. Na bogato. Nawet bardzo bogato. Takich dekoracji nie powstydziłaby się Kylie Jenner,__label__2
Leo Messi odebrał Złotą Piłkę z rąk swoich synów. Najmłodszemu chyba nie podobało się na murawie. Dawno nie widzieliśmy tak uroczego wideo,__label__2
Martyna Gliwińska odpoczywa w górach. Pochwaliła się stylizacją. Zasłoniła brzuszek ale spójrzcie jak układa się torebka,__label__2
Paulina Sykut zawsze wygląda pięknie ale na wyborach mistera przesadziła. Fani: Księżniczka. Tę suknię trzeba zobaczyć w całej okazałości,__label__2
Agnieszka Kaczorowska wyszła na imprezę. Internauci ją skrytykowali. Aktorkę bronił mąż. Jeszcze bardziej podoba nam się jej odpowiedź,__label__2
Anna Lewandowska zazwyczaj ukrywa brzuszek ale nie tym razem. Pokazała ile urósł. To już drugi trymestr,__label__2
Kim Kardashian pokazała świąteczne dekoracje. Internauci je wyśmiali. "To przecież wielkie tampony". Patrzymy i rozumiemy. Wyszło dość dziwnie,__label__2
Meghan i Harry odwiedzili londyńską jadłodajnię. Spotkali tam Adele! Zdjęcia wyciekły i widać że świetnie się razem bawili,__label__2
Europejskie Nagrody Filmowe. Nie zabrakło Buzek i Holland. Joanna Kulig wyglądała pięknie. Pokazała też zdjęcia z przygotowań,__label__2
Kasia Dziurska jurorką w drugiej edycji "Dance dance dance"? Jej odpowiedź wymijająca,__label__2
Nie żyje Hanna Polk. Była pierwszą żoną Piotra Polka. Miała 56 lat,__label__2
Łukasz Sędrowski z "Rolnik szuka żony" opowiedział o swoim związku z Agatą. Zdradził dlaczego postanowili się rozstać,__label__2
Monika Zamachowska znika z show-biznesu. "Zakończyłam tegoroczne bywanie na salonach". Była prezenterka postanowiła wyjechać ze stolicy,__label__2
"The Voice Senior". Nowy format TVP wystartował. Pierwsze dwa odcinki to wyciskacze łez,__label__2
Pamiętacie jak Michał Szpak wyrzucił swoją psiapsi z "The Voice of Poland"? Violet Oliferuk zdradza nam czy to zniszczyło ich znajomość,__label__2
Hailey Bieber jest w konflikcie z Seleną Gomez? Ostatni wywiad modelki rozwiewa wszelkie wątpliwości. "To musi się zmienić i skończyć",__label__2
"Pytanie na Śniadanie" odpowiada na żenujący "atak paniki" Filipa Chajzera. "Problemy psychiczne nigdy nie powinny stanowić powodu do wyśmiewania",__label__2
Mister Supranational 2019. Wiemy kto został najprzystojniejszym mężczyzną na świecie. Polak zajął bardzo wysokie miejsce,__label__2
Dorota Szelągowska pokazała pięknie udekorowaną choinkę. Uwagę fanów zwróciło jednak zupełnie co innego. "Surowo zabronione",__label__2
Anna Lewandowska zaprojektowała bluzę by pomóc choremu dziecku. Fani narzekają na cenę. "Kosmiczna". Trenerka zareagowała,__label__2
[TYLKO U NAS] Sylwia Przybysz i Jan Dąbrowski o przygotowaniach do porodu. Zdradzili kto przetnie pępowinę. "Jest stres",__label__2
Natalia Kukulska nagrała świąteczny utwór. W teledysku można zobaczyć jej syna i męża. Już wiadomo po kim Jan Dąbrówka odziedziczył urodę,__label__2
[TYLKO U NAS] Agnieszka Radwańska chciała zostać ministrem sportu? "Nigdy nie mów nigdy",__label__2
"Rolnik szuka żony". Ilona pokazała się bez makijażu i sztucznych rzęs. Fani: Zdecydowanie lepiej. Odpowiedziała,__label__2
Joanna Krupa o macierzyństwie w "DDTVN". "Nie będę kłamać jest stresująco". Zdradziła też szczegóły porodu. Okazało się że nie tylko mąż był przy niej,__label__2
Doda na wyborach Miss Supranational miała aż dwie kreacje. Piękne ale tylko jedna zapiera dech w piersiach. Fani: Jest ogień,__label__2
"The Voice Senior". Marta Manowska o szczegółach programu. Zdradziła nam też czy ma już swojego faworyta [TYLKO U NAS],__label__2
[TYLKO U NAS] Patrycja Markowska chodziła z mężem na terapię. Teraz zdradza: Ze mną też jest coś nie tak,__label__2
Miss Supranational 2019 wybrana! Zwyciężczyni to prawdziwa piękność. Wiemy które miejsce zajęła Polka,__label__2
Justyna Żyła jest zakochana. Przygotowała romantyczną kolację i przyznała że miłość jej służy. Widać,__label__2
Kasia Dziurska zdradza szczegóły ślubu. "Na pewno nie będzie hucznego wesela w domu weselnym" [TYLKO U NAS],__label__2
"Rolnik szuka żony". Diana zdradziła jak zaczęła się jej przyjaźń z Natalią. Przy okazji ujawniła zaskakujące kulisy programu,__label__2
Nicole Scherzinger przeszła niemałą metamorfozę. Piosenkarka mocno skróciła włosy. Efekt? "Dojrzale i z klasą",__label__2
Jessica Biel i Justin Timberlake rozstaną się? Już wiadomo jaką decyzję podjęła aktorka. Zdziwicie się,__label__2
Marta Wierzbicka pokazała swoją kuchnię. Króluje w niej nietypowy materiał. Uwagę fanów zwróciło jednak co innego,__label__2
Kto zastąpi Margaret w "The Voice"? Produkcja wysunęła już ponoć ofertę. Ma to być była uczestniczka show. Z rekordową stawką,__label__2
Sylwia Grzeszczak świętuje urodziny córki. Bogna skończyła już 4 lata. Wokalistka pokazała urocze zdjęcie,__label__2
Były partner Weroniki Rosati usłyszał zarzuty. Grozi mu do 5 lat więzienia,__label__2
Małgorzata Tomaszewska szczerze o konflikcie z Moniką Zamachowską. "Kiedyś pisała mi wskazówki",__label__2
Księżniczka Charlotte ma takie samo hobby jak królowa Elżbieta II. Są coraz bardziej do siebie podobne,__label__2
Maryla Rodowicz ma już nowy samochód i odpowiada na zarzuty męża. "Po prostu miał romans z sekretarką",__label__2
Aga Stachurska opowiedziała o swoich kompleksach. [KOŁO PLOTKA EXTRA],__label__2
Henry Cavill zagrał Wiedźmina bez dublera i kaskadera. "Dla takich ról właśnie żyję",__label__2
"Big Brother 2": Sandrze i Martynie obcięto włosy. Miał być szczytny cel wyszedł przymus. Nie obyło się bez łez,__label__2
"Big Brother": Madzia Wójcik poznała rodziców Oleha. Z ojcem nie potrafi się dogadać,__label__2
Anna Maria Jopek zagrała w "Wikingach". Zobaczymy ją w jednym z odcinków 6. sezonu. Wiemy w kogo się wcieliła,__label__2
Janusz Dzięcioł zginął zaledwie 100 metrów od domu. Przejazd jest niestrzeżony,__label__2
Meghan Markle radzi jak zorganizować klimatyczne Boże Narodzenie. Te trzy sposoby może zastosować każdy żeby święta były magiczne,__label__2
Fani zaczęli pytać Annę Wendzikowską czy planuje trzecie dziecko. Odpowiedź dziennikarki zaskakuje. Stawia dwa warunki,__label__2
Dowbor pokazała zdjęcie syna i Koroniewskiej z przeszłości. Na reakcję aktorki nie trzeba było długo czekać. Wbiła mężowi szpilę,__label__2
"Big Brother" TVN żegna Janusza Dzięcioła. To on jako pierwszy w Polsce został zwycięzcą programu,__label__2
Michał Wiśniewski ujawnił swoją rozmowę z "DDTVN". Jej treść zbulwersowała internautów. "TVN jest bezczelny",__label__2
"Rolnik szuka żony". Agnieszka i Robert pokazali nowe zdjęcie z synem. Chłopiec rośnie jak na drożdżach,__label__2
Była partnerka Kamila Durczoka miała wydać książkę ale przez niego musiała zmienić plany. "Nie chciałam płynąć na tej negatywnej energii",__label__2
Janusz Dzięcioł nie żyje. Kim był pierwszy zwycięzca "Big Brothera"? Fani wspominają "najsympatyczniejszego strażnika miejskiego" w Polsce,__label__2
Karolina Plachimowicz chce wydać książkę. Zbiera pieniądze w internetowej zbiórce. Na razie ma 130 złotych,__label__2
Kasia Tusk pokazała swoje świąteczne dekoracje. Uwagę jednak kradnie jej córka. Ma taki sam sweter jak mama,__label__2
Jarosław Bieniuk i Martyna Gliwińska już pogodzeni? Zadziałać miała mama Ani Przybylskiej,__label__2
Janusz Dzięcioł nie żyje. Pierwszy zwycięzca "Big Brothera" zginął w wypadku na przejeździe kolejowym,__label__2
Agnieszka Dygant przyznała się do zabiegów upiększających. "600 strzałów laserem!" A to nie koniec,__label__2
Agnieszka Kaczorowska boi się o życie córki. "Pojawiły się groźby w stosunku do mojego dziecka",__label__2
Uczestnik "Top Model" trafił do szpitala i przeszedł poważny zabieg. Po wszystkim pokazał swoje obrażenia,__label__2
Małgorzata Foremniak w nowej odsłonie na premierze spektaklu. Uwagę zwracała też gwiazda "Przyjaciółek". Co za talia!,__label__2
Doda opowiedziała o mężu i babci podczas wywiadu w Polsacie. Nie kryła łez. W programie pojawił się też ważny gość,__label__2
Jennifer Lopez chce urodzić dziecko po pięćdziesiątce. "Mówi ludziom że ma biologicznie 31 lat". Rozmawiała już o tym ze swoim narzeczonym,__label__2
Katarzyna Warnke pozuje na łóżku w Miami. Zdjęcie piękne ale opis? Aktorka zażartowała sama z siebie. Ma do siebie dystans!,__label__2
Popek udzielił wywiadu zagranicznemu serwisowi. Co zrobił z usuniętą skórą? Tego woleliśmy nie wiedzieć. Jest też tragiczna historia jego rodziców,__label__2
Piotr Rubik porwał swoją piękną żonę na randkę. Co w tym czasie robiły ich dzieci? "Szczęściarze",__label__2
To z nią Justin Timberlake miał zdradzić Jessicę Biel. Kim jest Alisha Wainwright?,__label__2
Nowa Miss Polonia na salonach. Czy polska Margot Robbie zrobi karierę w show-biznesie?,__label__2
Oto kolejna dziewczyna Jamesa Bonda. Zagra ją Ana de Armas. Co za uroda!,__label__2
Kourtney Kardashian zapozowała z dziećmi. Penelope i Reign masują jej stopy. O dziwo fani nie krytykują a są zachwyceni,__label__2
Katarzyna Zielińska przygotowuje się do świąt. Razem z bliskimi ubrała choinkę. Jest na bogato!,__label__2
Aneta Zając w seksownej mini. W takiej wersji dawno jej nie widzieliśmy. Fani: Ale zmiana!,__label__2
Michele Morrone zagra Massimo w filmie "365 dni". Kim jest przystojny Włoch?,__label__2
Conchita Wurst wystąpi w Polsce. Zapomnijcie jednak o Conchicie - Tom Neuwirth występuje już jako Wurst,__label__2
Królowa Elżbieta II to prawdziwy łakomczuch. Wiemy co najbardziej lubi jeść podczas świąt. Przygotowanie tego dania zajmuje kilka miesięcy,__label__2
"Big Brother". Ewa i Natalia znowu razem. Fani wściekli: "Nie masz do siebie szacunku". Szybko odpowiedziała,__label__2
Produkcja znanego show poprosiła fundację "o uchodźców" do programu. Wynagrodzenie? Brak. "Bardzo słabe bardzo smutne",__label__2
Natasza Urbańska o roli w filmie "365 dni" i macierzyństwie. "Czasami trzeba tupnąć nogą" [TYLKO U NAS],__label__2
Karolina Plachimowicz walczy z depresją. "Co tu dużo mówić jestem skończona",__label__2
Joanna Koroniewska zapozowała z teściową i słodziła jej jak nigdy wcześniej. Komentarz Katarzyny Dowbor? Mistrzowski,__label__2
Księżniczka Charlotte i książę George mają iście królewskie zachcianki. Chodzi o listę prezentów na święta. Rodzice się wykosztują,__label__2
Kendall Jenner w całkiem nowej odsłonie. Modelka zmieniła fryzurę,__label__2
Monika Zamachowska korzysta z uroków bezrobocia. Wybrała się do fryzjera i zmieniła kolor włosów. "Jestem zachwycona",__label__2
Michele Morrone o premierze filmu "365 dni". "Polska nie jest na to gotowa" [TYLKO U NAS],__label__2
Kacper Błoński najpierw informuje że odchodzi z Teamu X a kilka godzin później ogłasza że to "prank". Co dzieje się w podwarszawskiej willi?,__label__2
Dorota Szelęgowska ozdobiła biuro na święta. Wszędzie są lampki choinkowe! "Przepięknie jak w bajce",__label__2
Magda Gessler opublikowała nowe selfie. Komentarz Lary to hit! Nieźle zażartowała z restauratorki,__label__2
Karolina Szostak zaszalała ze stylizacją. Pokazała że zna się na modzie. Spójrzcie tylko na jej buty,__label__2
Leonard z "Teorii wielkiego podrywu" został ojcem! Na Instagramie pokazał pierwsze zdjęcie syna. "Witamy na tym niesamowitym świecie",__label__2
Książę Louis zaczął mówić! Księżna Kate zdradziła jego ulubione słowo. Jest dosyć intrygujące,__label__2
Natalia Siwiec skrytykowana za kontrowersyjną stylizację. Fan skomentował ostro: Dno. Rzeczywiście przesadziła?,__label__2
Księżna Kate na świątecznym jarmarku. Elegancki strój? Nie tym razem. Postawiła na jeansy i trapery. "Takiej" Kate nie widzimy często,__label__2
Blanka Lipińska jednego dnia zaliczyła aż dwie ścianki. Choć wieczorem pozowała u boku Michele'a Morrone my patrzymy na jej umięśnione nogi,__label__2
Anna Maria Sieklucka zdradza kulisy castingu do filmu "365 dni". "Nagość była dla mnie dużym wyzwaniem" [TYLKO U NAS],__label__2
Justin Timberlake przeprasza żonę za dwuznaczne czułości z koleżanką z planu. "Wypiłem za dużo tamtej nocy. Żałuję swojego zachowania",__label__2
Aneta z programu "Rolnik szuka żony" wyszła za mąż. Mamy zdjęcia z wesela! Państwo młodzi nie mogli oderwać od siebie wzroku,__label__2
Emma Stone zaręczyła się! Jej partner pokazał zdjęcie pierścionka. Rzeczywiście jest czym się chwalić,__label__2
Aneta Zając pokazała jak synowie pieką pierniczki. My patrzymy na coś innego. Urodę odziedziczyli po tacie,__label__2
Rozalia Mancewicz z mężem i synem w świątecznej sesji zdjęciowej. Mały Henio nie był zadowolony,__label__2
Joanna Krupa nagrała kulisy sesji z córką. W pewnym momencie Asha zaczęła płakać. Przy okazji modelka pokazała salon,__label__2
Małgorzata Rozenek wącha czekoladki. Fani: Przecież pani unika słodyczy. Głos zabrał nawet Radosław Majdan,__label__2
Maja Plich pokazała zdjęcia z porodówki. W ten sposób świętuje 6. urodziny syna. "Makijaż zrobiony godzinę przed?". Odpowiedziała,__label__2
Natalia Siwiec w błyszczącej mini i Anna Kalczyńska na VivaPhoto Awards 2019. Na ściance zadebiutował też Michelle Moran z "365 dni",__label__2
Natalia i Diana z "Rolnik szuka żony" wspólnie oglądały finał programu. Dołączyła do nich kolejna dziewczyna. Fani: "Bez rolnika. Można? Można...",__label__2
Sylwia Przybysz eksponuje ciążowy brzuch na Instagramie. Jest coraz większy. "Moje dwa skarby",__label__2
Donald Trump miał spotkać się z księciem Karolem. Prezydent został zaproszony na herbatkę. Spóźnił się jednak godzinę,__label__2
Jennifer Lopez w pierzastej sukience na imprezie w Nowym Jorku. Wyglądała fenomenalnie ale spójrzcie na te buty. To cud że się nie przewróciła,__label__2
Krzysztof Cugowski ujawnił co robi jego najmłodszy syn. "Dzięki temu ma szacunek dla pieniądza i wie jak wygląda praca",__label__2
Joanna Jabłczyńska na konferencji "Na Wspólnej" zadała szyku. Spójrzcie tylko na spódnicę. Przepiękna,__label__2
"365 dni": ujawniono obsadę filmu. Kto zagra Laurę i Massimo? Premiera jednak nie w Walentynki,__label__2
Magda Gessler mocno schudła. Jak tego dokonała? Zawdzięcza to swoim dzieciom. Lara opowiedziała jak wspierała mamę,__label__2
Klaudia Halejcio już gotowa na Boże Narodzenie. Aktorka pokazała jak przystroiła dom na święta. Jest klimat,__label__2
